Oyuncu,Yaş,Uyruk,Mevki,Sezon,Lig,Kategori,MP,DK,GLS,AST,ASR,TOS,SOT,BCM,KEYP,BCC,SDR,APS,APS%,ALB,LBA%,ACR,CA%,CLS,YC,RC,ELTG,DRP,TACK,INT,BLS,ADW,xG,xA,GI,XGI,Bonservis
James Ward Prowse,27,ENG,OS,21/22,Premier League,Domestic leagues,36,3217,10,5,7.27,55,24,0,71,8,12,1577,86.3,66,47.1,77,25.5,6,3,1,1,51,41,40,16,27,,,15,,32.000.000
James Ward Prowse,26,ENG,OS,20/21,Premier League,Domestic leagues,38,3420,8,7,7.25,43,24,1,61,3,17,2102,86.4,78,42.2,55,21.9,9,5,0,0,41,76,42,7,47,,,15,,30.000.000
James Ward Prowse,25,ENG,OS,19/20,Premier League,Domestic leagues,38,3420,5,3,7.20,57,26,5,63,7,14,1348,80.9,81,47.9,58,21.7,9,9,0,0,55,92,60,14,73,,,8,,20.000.000
James Ward Prowse,24,ENG,OS,18/19,Premier League,Domestic leagues,26,1942,7,0,6.95,31,16,1,48,4,5,551,76.5,25,34.7,40,27.6,3,4,0,0,29,36,27,12,21,,,7,,18.000.000
James Ward Prowse,23,ENG,OS,17/18,Premier League,Domestic leagues,30,1714,3,3,6.94,28,14,1,37,8,5,589,78.8,18,34.6,36,22.6,1,3,0,0,24,23,8,7,21,,,6,,18.000.000
James Ward Prowse,22,ENG,OS,16/17,Premier League,Domestic leagues,30,1884,4,4,6.78,42,17,4,44,0,6,804,83.3,24,52.2,38,26.6,6,4,0,0,24,29,19,9,21,,,8,,15.000.000
James Ward Prowse,21,ENG,OS,15/16,Premier League,Domestic leagues,33,1533,2,4,6.78,28,7,1,33,6,6,584,83.5,28,48.3,25,26.9,5,5,0,0,21,14,22,9,10,,,6,,11.000.000
James Ward Prowse,29,ENG,OS,23/24,Championship,Domestic leagues,1,90,0,1,8.60,4,2,0,2,1,1,94,93.1,1,50.0,2,16.7,0,0,0,0,0,1,1,2,2,0.21,0.65,1,0.86,16.000.000
James Ward Prowse,29,ENG,OS,23/24,UEFA Europa League,International competitions,10,810,0,4,7.35,6,3,0,25,6,1,431,90.9,17,63.0,23,40.4,3,0,0,0,7,8,7,1,6,0.45,2.49,4,2.94,22.000.000
James Ward Prowse,22,ENG,OS,16/17,UEFA Europa League,International competitions,6,458,0,0,7.52,11,3,0,13,5,3,295,90.8,30,85.7,7,29.2,2,1,0,0,4,8,10,2,8,,,0,,15.000.000
Jamie Vardy,37,ENG,F,24/25,Premier League,Domestic leagues,35,2839,9,4,6.86,58,26,14,19,6,11,257,69.3,4,50.0,1,9.1,0,5,0,0,9,19,5,11,51,11.22,2.57,13,13.79,1.000.000
Jamie Vardy,35,ENG,F,22/23,Premier League,Domestic leagues,37,1852,3,4,6.61,28,15,10,15,2,12,136,53.3,7,58.3,1,14.3,0,1,0,0,6,10,2,3,47,6.70,0.66,7,7.36,4.000.000
Jamie Vardy,34,ENG,F,21/22,Premier League,Domestic leagues,25,1805,15,2,7.12,54,26,8,18,2,9,182,72.5,7,77.8,2,16.7,3,2,0,0,6,6,1,7,24,,,17,,5.000.000
Jamie Vardy,33,ENG,F,20/21,Premier League,Domestic leagues,34,2844,15,9,7.12,82,38,19,28,9,26,293,67.5,5,41.7,2,10.0,4,1,0,0,13,18,4,15,50,,,24,,16.000.000
Jamie Vardy,32,ENG,F,19/20,Premier League,Domestic leagues,35,3034,23,5,7.23,89,43,18,32,12,23,312,70.6,7,53.8,6,19.4,11,2,0,0,2,15,2,18,54,,,28,,20.000.000
Jamie Vardy,31,ENG,F,18/19,Premier League,Domestic leagues,34,2728,18,4,7.05,79,40,17,32,8,12,273,65.6,7,63.6,6,21.4,4,3,1,0,13,14,6,10,67,,,22,,20.000.000
Jamie Vardy,30,ENG,F,17/18,Premier League,Domestic leagues,37,3255,20,1,7.05,71,35,7,32,5,24,280,60.5,13,56.5,9,23.1,4,3,0,0,7,15,2,12,76,,,21,,18.000.000
Jamie Vardy,29,ENG,F,16/17,Premier League,Domestic leagues,35,2808,13,5,6.88,53,26,6,31,6,16,331,62.5,9,52.9,7,14.9,5,2,1,0,12,15,8,11,90,,,18,,20.000.000
Jamie Vardy,28,ENG,F,15/16,Premier League,Domestic leagues,36,3139,24,6,7.28,115,53,19,48,10,39,411,65.8,16,66.7,10,20.4,11,6,1,0,18,35,18,22,92,,,30,,6.000.000
Jamie Vardy,36,ENG,F,23/24,Championship,Domestic leagues,35,1775,18,2,7.02,58,31,16,16,2,10,256,75.1,6,50.0,1,16.7,0,4,0,0,6,7,2,4,31,17.07,2.04,20,19.11,2.000.000
Jamie Vardy,34,ENG,F,21/22,UEFA Conference League,International competitions,2,152,0,0,6.40,1,0,0,3,0,1,15,57.7,0,,,,0,1,0,0,2,0,0,1,2,,,0,,5.000.000
Jamie Vardy,34,ENG,F,21/22,UEFA Europa League,International competitions,4,125,0,0,6.30,4,1,2,0,0,0,12,75.0,0,,,,0,0,0,0,0,0,1,0,2,,,0,,5.000.000
Jamie Vardy,33,ENG,F,20/21,UEFA Europa League,International competitions,4,252,2,0,7.00,6,2,1,4,1,2,31,67.4,1,100.0,0,,0,0,0,0,0,1,1,3,7,,,2,,16.000.000
Jamie Vardy,29,ENG,F,16/17,UEFA Champions League,International competitions,9,771,2,0,6.83,16,6,2,7,1,9,83,61.0,2,50.0,1,5.9,2,2,0,0,1,9,3,5,22,,,2,,20.000.000
Jan Bednarek,28,POL,D,24/25,Premier League,Domestic leagues,30,2535,2,0,6.94,5,3,1,5,0,3,1563,92.9,61,58.7,0,,3,7,0,3,15,36,56,1,72,0.65,0.85,2,1.51,9.000.000
Jan Bednarek,26,POL,D,22/23,Premier League,Domestic leagues,23,1772,0,0,6.93,8,0,0,3,0,1,808,84.7,55,48.2,0,,3,5,0,0,4,30,51,4,41,0.42,0.26,0,0.68,14.000.000
Jan Bednarek,25,POL,D,21/22,Premier League,Domestic leagues,31,2631,4,0,6.94,19,7,3,6,1,1,1180,81.7,87,40.3,1,100.0,7,10,0,0,14,32,72,4,91,,,4,,22.000.000
Jan Bednarek,24,POL,D,20/21,Premier League,Domestic leagues,36,3101,1,1,6.81,10,6,0,5,1,5,1705,82.4,82,33.2,,,9,5,1,0,24,37,84,0,97,,,2,,25.000.000
Jan Bednarek,23,POL,D,19/20,Premier League,Domestic leagues,34,3058,1,1,6.79,7,1,1,3,1,2,1157,75.3,85,36.8,0,,7,4,0,3,30,65,77,1,127,,,2,,12.000.000
Jan Bednarek,22,POL,D,18/19,Premier League,Domestic leagues,25,2150,0,1,6.88,5,1,1,9,1,1,580,70.6,42,28.6,0,,3,7,0,0,16,41,71,2,80,,,1,,8.000.000
Jan Bednarek,21,POL,D,17/18,Premier League,Domestic leagues,5,427,1,0,6.66,1,1,0,0,0,0,137,75.3,8,22.9,,,1,1,0,0,3,6,5,0,7,,,1,,5.000.000
Jan Bednarek,27,POL,D,23/24,Championship,Domestic leagues,45,3817,2,0,7.18,24,8,3,15,1,3,3994,95.4,126,64.3,,,13,13,0,0,13,36,64,8,77,2.20,1.57,2,3.77,11.000.000
Jan Paul Van Hecke,24,NED,D,24/25,Premier League,Domestic leagues,34,2960,1,0,7.07,17,5,1,15,3,5,2004,88.5,137,53.7,5,45.5,7,7,1,1,18,45,24,4,83,1.34,1.44,1,2.77,32.000.000
Jan Paul Van Hecke,23,NED,D,23/24,Premier League,Domestic leagues,28,2368,0,0,7.13,15,6,2,10,0,5,2219,92.5,88,62.9,1,25.0,5,4,0,1,18,47,30,4,66,1.23,1.06,0,2.29,18.000.000
Jan Paul Van Hecke,22,NED,D,22/23,Premier League,Domestic leagues,8,314,0,0,6.76,2,0,1,0,0,0,231,93.9,6,54.5,,,0,2,0,0,0,8,6,0,6,0.59,0.05,0,0.64,4.000.000
Jan Paul Van Hecke,21,NED,D,21/22,Championship,Domestic leagues,31,2646,1,1,7.00,20,3,1,9,1,8,905,77.5,106,50.7,1,50.0,11,12,1,0,14,57,46,5,94,,,2,,5.000.000
Jan Paul Van Hecke,20,NED,D,20/21,Eredivisie,Domestic leagues,28,2324,1,1,7.09,14,2,1,14,2,6,1184,83.2,94,51.9,1,16.7,6,6,0,0,13,50,57,2,90,,,2,,2.200.000
Jan Paul Van Hecke,23,NED,D,23/24,UEFA Europa League,International competitions,7,625,0,0,7.09,5,0,0,6,1,1,520,93.4,5,38.5,0,,3,4,0,0,2,7,6,3,14,0.40,0.48,0,0.88,18.000.000
Jannik Vestergaard,32,DEN,D,24/25,Premier League,Domestic leagues,18,1395,0,0,6.73,3,2,0,3,0,4,870,90.8,31,44.3,,,0,5,0,0,6,22,16,1,27,0.10,0.11,0,0.20,2.000.000
Jannik Vestergaard,29,DEN,D,21/22,Premier League,Domestic leagues,10,570,0,0,6.76,1,0,0,1,0,4,335,88.9,25,55.6,,,0,2,0,0,7,15,7,0,13,,,0,,13.000.000
Jannik Vestergaard,28,DEN,D,20/21,Premier League,Domestic leagues,30,2575,3,0,6.89,23,8,2,7,1,7,1472,83.5,109,47.8,1,20.0,6,3,1,0,16,51,41,3,98,,,3,,18.000.000
Jannik Vestergaard,27,DEN,D,19/20,Premier League,Domestic leagues,19,1497,1,0,6.82,12,5,0,6,1,3,634,77.1,42,35.0,1,100.0,4,3,0,0,17,19,26,2,81,,,1,,12.000.000
Jannik Vestergaard,26,DEN,D,18/19,Premier League,Domestic leagues,23,2030,0,0,6.98,14,1,1,5,1,10,650,76.9,53,35.8,0,,4,2,0,1,17,53,35,3,84,,,0,,20.000.000
Jannik Vestergaard,31,DEN,D,23/24,Championship,Domestic leagues,42,3721,2,0,7.24,25,10,4,10,1,11,3832,92.2,171,58.6,,,10,13,0,1,16,53,42,5,107,3.12,1.51,2,4.63,3.000.000
Jannik Vestergaard,25,DEN,D,17/18,Bundesliga,Domestic leagues,32,2880,3,0,7.16,24,6,1,4,3,6,1633,85.4,182,57.1,,,7,5,0,1,16,58,40,3,103,,,3,,14.000.000
Jannik Vestergaard,24,DEN,D,16/17,Bundesliga,Domestic leagues,34,2656,4,1,7.19,35,12,2,5,2,10,1657,84.9,124,47.3,,,8,1,0,1,30,70,54,4,133,,,5,,12.000.000
Jannik Vestergaard,23,DEN,D,15/16,Bundesliga,Domestic leagues,33,2970,2,0,7.01,35,10,0,6,0,18,970,72.7,132,44.3,,,2,2,0,0,27,67,107,2,154,,,2,,10.000.000
Jannik Vestergaard,29,DEN,D,21/22,UEFA Conference League,International competitions,3,192,0,0,6.80,1,0,0,1,0,0,145,88.4,10,58.8,,,0,1,0,0,3,1,1,0,11,,,0,,13.000.000
Jannik Vestergaard,29,DEN,D,21/22,UEFA Europa League,International competitions,3,188,0,0,6.30,2,1,1,0,0,1,109,86.5,6,46.2,,,0,1,0,0,6,3,1,1,7,,,0,,13.000.000
Jannik Vestergaard,24,DEN,D,16/17,UEFA Europa League,International competitions,4,360,0,0,6.98,4,1,0,1,0,2,227,86.3,24,53.3,,,0,1,0,1,3,8,6,0,12,,,0,,12.000.000
Jannik Vestergaard,24,DEN,D,16/17,UEFA Champions League,International competitions,4,300,0,0,6.83,2,0,0,1,0,3,129,85.4,10,43.5,,,1,0,0,0,3,5,7,1,4,,,0,,12.000.000
Jarell Quansah,21,ENG,D,24/25,Premier League,Domestic leagues,13,496,0,0,6.62,1,0,0,2,0,1,346,91.5,10,43.5,0,,0,2,0,0,3,12,7,1,7,0.10,0.20,0,0.29,20.000.000
Jarell Quansah,20,ENG,D,23/24,Premier League,Domestic leagues,17,1189,2,0,7.01,6,4,0,3,0,4,1034,88.8,44,44.9,,,2,1,0,1,6,25,17,0,45,1.04,0.17,2,1.21,6.000.000
Jarell Quansah,20,ENG,D,23/24,"Premier League 2, Division 1",Domestic leagues,2,180,0,0,,,,0,0,0,0,2,2,0,0,0,0,0,1,0,0,0,0,0,,,,,0,,6.000.000
Jarell Quansah,21,ENG,D,24/25,UEFA Champions League,International competitions,4,229,0,0,6.83,5,0,2,0,0,0,177,95.7,7,77.8,0,,0,0,0,0,0,1,4,0,3,0.47,0.07,0,0.54,20.000.000
Jarell Quansah,20,ENG,D,23/24,UEFA Europa League,International competitions,7,539,1,0,7.11,2,1,0,1,0,4,526,92.0,28,60.9,,,2,1,0,0,3,12,6,1,15,0.16,0.11,1,0.28,6.000.000
Jarrad Branthwaite,22,ENG,D,24/25,Premier League,Domestic leagues,30,2525,0,1,7.02,10,3,2,3,2,3,981,82.9,85,45.2,0,,8,4,0,2,8,36,27,3,62,1.20,0.60,1,1.81,50.000.000
Jarrad Branthwaite,21,ENG,D,23/24,Premier League,Domestic leagues,35,3117,3,0,7.07,14,4,1,4,1,5,1098,80.1,73,40.1,1,100.0,12,8,0,0,17,66,50,3,95,1.74,1.29,3,3.03,42.000.000
Jarrad Branthwaite,19,ENG,D,21/22,Premier League,Domestic leagues,6,388,1,0,5.85,3,2,0,0,0,1,87,75.7,5,35.7,,,0,0,1,0,5,4,1,0,11,,,1,,3.000.000
Jarrad Branthwaite,22,ENG,D,24/25,"Premier League 2, Division 1",Domestic leagues,1,90,0,0,,,,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,,,,,0,,50.000.000
Jarrad Branthwaite,20,ENG,D,22/23,Eredivisie,Domestic leagues,27,2002,2,1,6.97,18,4,1,7,1,1,1121,87.2,82,63.6,0,,7,2,0,1,9,23,37,4,62,,,3,,10.000.000
Jarrad Branthwaite,20,ENG,D,22/23,Eerste Divisie,Domestic leagues,1,45,0,0,6.90,,,0,0,0,0,33,84.6,7,87.5,,,0,0,0,0,1,0,1,,3,,,0,,3.000.000
Jarrad Branthwaite,18,ENG,D,20/21,Championship,Domestic leagues,10,900,0,0,6.87,1,0,0,0,0,2,314,73.0,28,37.3,0,,2,0,0,0,8,23,23,0,38,,,0,,3.000.000
Jarrad Branthwaite,17,ENG,D,19/20,League Two,Domestic leagues,9,765,0,0,6.67,4,1,0,0,0,3,247,68.2,31,36.5,,,3,2,0,0,3,6,17,2,30,,,0,,2.000.000
Jarrad Branthwaite,20,ENG,D,22/23,UEFA Europa League,International competitions,3,261,0,0,6.83,,,0,0,0,0,120,83.3,4,25.0,,,1,0,0,0,0,3,2,,5,0.00,0.02,0,0.02,10.000.000
Jarrad Branthwaite,20,ENG,D,22/23,UEFA Champions League,International competitions,2,24,0,0,6.70,,,0,0,0,0,4,50.0,1,33.3,,,0,0,0,0,0,0,0,,2,0.00,0.00,0,0.00,10.000.000
Jarrod Bowen,28,ENG,OS,24/25,Premier League,Domestic leagues,34,2979,13,8,7.20,87,37,8,52,11,44,554,79.1,19,76.0,27,25.5,5,1,0,0,21,41,16,28,12,8.64,6.47,21,15.11,40.000.000
Jarrod Bowen,27,ENG,OS,23/24,Premier League,Domestic leagues,34,3020,16,6,7.14,84,37,13,32,12,34,467,75.1,13,48.1,14,18.7,3,2,0,0,22,42,19,20,33,11.65,4.80,22,16.45,45.000.000
Jarrod Bowen,26,ENG,OS,22/23,Premier League,Domestic leagues,38,3248,6,5,6.87,75,24,5,48,9,36,520,72.7,22,40.7,29,18.2,7,2,0,0,41,39,36,33,34,9.42,6.00,11,15.42,50.000.000
Jarrod Bowen,25,ENG,OS,21/22,Premier League,Domestic leagues,36,2987,12,10,7.09,79,34,13,42,9,50,544,76.2,37,66.1,28,19.9,5,6,0,0,27,36,21,23,38,,,22,,42.000.000
Jarrod Bowen,24,ENG,OS,20/21,Premier League,Domestic leagues,38,2581,8,5,6.88,55,16,7,29,11,36,461,74.4,31,59.6,29,23.8,1,0,0,0,19,26,22,23,23,,,13,,30.000.000
Jarrod Bowen,23,ENG,OS,19/20,Premier League,Domestic leagues,13,925,1,4,6.92,24,7,2,16,4,15,164,77.0,13,59.1,15,25.0,0,0,0,0,13,19,16,10,5,,,5,,28.000.000
Jarrod Bowen,20,ENG,OS,16/17,Premier League,Domestic leagues,7,178,0,0,6.65,3,0,1,0,0,5,57,77.0,2,50.0,,,0,0,0,0,1,2,0,1,,,,0,,750.000
Jarrod Bowen,23,ENG,OS,19/20,Championship,Domestic leagues,29,2610,16,7,7.10,103,39,9,43,10,51,442,69.8,20,45.5,32,32.7,7,5,0,0,29,33,18,34,23,,,23,,25.000.000
Jarrod Bowen,22,ENG,OS,18/19,Championship,Domestic leagues,46,3948,22,4,7.03,114,49,15,48,12,66,731,71.5,38,42.2,28,21.7,8,1,0,0,37,66,49,35,32,,,26,,10.000.000
Jarrod Bowen,21,ENG,OS,17/18,Championship,Domestic leagues,42,3283,14,1,6.95,77,33,5,43,2,42,780,73.4,31,36.0,33,24.4,8,2,0,0,51,65,37,24,54,,,15,,5.000.000
Jarrod Bowen,27,ENG,OS,23/24,UEFA Europa League,International competitions,7,550,1,4,7.00,19,6,5,8,2,10,105,74.5,2,50.0,3,30.0,1,2,0,0,4,4,1,5,9,2.00,1.19,5,3.19,45.000.000
Jarrod Bowen,25,ENG,OS,21/22,UEFA Europa League,International competitions,9,589,3,1,6.73,15,7,7,6,0,13,110,71.0,10,71.4,5,20.8,1,1,0,0,4,7,1,3,8,,,4,,42.000.000
Jarrod Bowen,26,ENG,OS,22/23,UEFA Conference League,International competitions,12,812,6,2,7.13,20,10,3,11,4,12,152,74.9,1,9.1,3,7.3,1,1,0,0,4,8,8,3,6,3.12,2.12,8,5.24,50.000.000
Jean Clair Todibo,25,FRA,D,24/25,Premier League,Domestic leagues,27,1855,0,0,6.67,5,0,0,2,0,9,946,88.3,29,33.0,0,,1,3,0,1,10,47,26,0,28,0.36,0.10,0,0.46,25.000.000
Jean Clair Todibo,24,FRA,D,23/24,Ligue 1,Domestic leagues,30,2654,0,2,7.08,9,1,1,9,3,16,2218,90.1,95,45.5,1,8.3,14,2,1,0,22,58,38,4,41,0.60,1.15,2,1.75,35.000.000
Jean Clair Todibo,23,FRA,D,22/23,Ligue 1,Domestic leagues,34,2871,0,0,6.94,14,4,1,5,0,21,1929,88.9,105,43.9,1,20.0,9,3,2,1,15,75,41,5,39,0.81,0.62,0,1.44,35.000.000
Jean Clair Todibo,22,FRA,D,21/22,Ligue 1,Domestic leagues,36,3116,1,0,7.09,19,6,3,15,0,14,2120,87.5,126,46.5,4,44.4,12,6,0,0,20,59,51,2,70,,,1,,20.000.000
Jean Clair Todibo,21,FRA,D,20/21,Ligue 1,Domestic leagues,15,1332,1,0,6.86,7,1,1,3,0,17,986,87.7,65,47.8,2,100.0,2,5,0,0,15,25,19,1,26,,,1,,18.000.000
Jean Clair Todibo,19,FRA,D,18/19,Ligue 1,Domestic leagues,10,835,1,0,6.74,2,2,0,1,0,5,358,84.6,16,44.4,,,2,3,1,0,2,21,14,0,25,,,1,,8.000.000
Jean Clair Todibo,21,FRA,D,20/21,Taça da Liga,Domestic leagues,1,70,0,0,6.70,,,0,0,0,1,25,59.5,2,22.2,,,0,1,0,0,0,3,4,,2,,,0,,12.000.000
Jean Clair Todibo,20,FRA,D,19/20,Bundesliga,Domestic leagues,8,369,0,0,7.03,3,1,0,1,0,11,224,84.8,13,46.4,,,0,2,0,0,1,15,15,0,12,,,0,,9.000.000
Jean Clair Todibo,20,FRA,D,19/20,LaLiga,Domestic leagues,2,81,0,0,6.60,,,0,0,0,0,49,96.1,3,100.0,,,0,0,0,0,1,1,0,,2,,,0,,14.000.000
Jean Clair Todibo,19,FRA,D,18/19,LaLiga,Domestic leagues,2,158,0,0,6.90,,,0,0,0,3,109,92.4,1,25.0,,,1,2,0,0,1,7,3,,2,,,0,,10.000.000
Jean Clair Todibo,23,FRA,D,22/23,UEFA Conference League,International competitions,11,1044,0,0,6.96,1,1,1,3,0,4,693,86.6,44,44.9,1,33.3,3,1,1,1,4,17,12,0,26,0.00,0.25,0,0.25,35.000.000
Jean Clair Todibo,20,FRA,D,19/20,UEFA Champions League,International competitions,1,90,0,0,7.70,1,0,0,0,0,2,47,83.9,0,,,,0,0,0,0,0,8,1,1,3,,,0,,9.000.000
Jean Philippe Mateta,27,FRA,F,24/25,Premier League,Domestic leagues,37,2654,14,2,6.92,70,33,18,29,7,20,286,68.1,5,38.5,5,19.2,4,2,0,0,13,18,2,17,64,13.64,2.27,16,15.90,30.000.000
Jean Philippe Mateta,26,FRA,F,23/24,Premier League,Domestic leagues,35,2305,16,5,7.03,46,29,7,32,5,25,305,73.8,8,80.0,4,20.0,4,3,0,0,4,22,4,7,50,10.94,1.34,21,12.28,20.000.000
Jean Philippe Mateta,25,FRA,F,22/23,Premier League,Domestic leagues,29,780,2,0,6.57,27,7,3,5,0,3,103,70.5,0,,1,33.3,0,3,0,0,2,7,3,8,26,3.38,0.16,2,3.54,7.000.000
Jean Philippe Mateta,24,FRA,F,21/22,Premier League,Domestic leagues,22,1158,5,1,6.77,37,18,4,7,1,10,156,67.8,0,,2,33.3,0,2,0,0,15,8,4,5,39,,,6,,10.000.000
Jean Philippe Mateta,23,FRA,F,20/21,Premier League,Domestic leagues,7,217,1,0,6.61,4,2,0,1,0,3,29,61.7,,,0,,0,0,0,0,2,1,0,1,13,,,1,,13.000.000
Jean Philippe Mateta,23,FRA,F,20/21,Bundesliga,Domestic leagues,15,1001,7,1,6.75,29,14,12,13,2,12,168,72.1,2,66.7,0,,0,2,0,0,3,6,4,2,27,,,8,,15.000.000
Jean Philippe Mateta,22,FRA,F,19/20,Bundesliga,Domestic leagues,18,1056,3,1,6.62,35,12,7,6,2,17,129,64.8,1,20.0,0,,0,1,1,0,6,2,1,5,39,,,4,,17.500.000
Jean Philippe Mateta,21,FRA,F,18/19,Bundesliga,Domestic leagues,34,2494,14,2,6.99,97,34,11,30,5,34,319,71.2,9,69.2,3,10.7,3,2,0,0,9,13,3,18,108,,,16,,22.000.000
Jean Philippe Mateta,20,FRA,F,17/18,Ligue 1,Domestic leagues,2,199,2,0,7.75,6,4,0,3,1,1,17,42.5,,,0,,0,1,1,0,2,1,0,1,17,,,2,,2.500.000
Jean Philippe Mateta,19,FRA,F,16/17,Ligue 1,Domestic leagues,2,86,0,0,6.55,,,0,0,0,1,18,75.0,1,100.0,,,0,0,0,0,0,0,0,,3,,,0,,2.000.000
Jean Philippe Mateta,20,FRA,F,17/18,Ligue 2,Domestic leagues,35,2628,17,0,7.03,94,41,19,23,4,35,348,60.8,6,46.2,5,23.8,3,1,0,0,19,14,6,13,133,,,17,,2.500.000
Jean Ricner Bellegarde,26,FRA,OS,24/25,Premier League,Domestic leagues,35,1706,2,7,6.82,22,5,2,29,9,14,459,83.3,14,50.0,14,31.8,0,3,0,0,6,39,10,6,10,1.53,2.75,9,4.28,18.000.000
Jean Ricner Bellegarde,25,FRA,OS,23/24,Premier League,Domestic leagues,22,964,2,1,6.71,15,5,0,12,1,17,237,84.3,5,45.5,3,10.0,0,0,1,0,8,17,8,5,8,1.57,0.80,3,2.36,15.000.000
Jean Ricner Bellegarde,25,FRA,OS,23/24,Ligue 1,Domestic leagues,3,269,2,2,7.57,5,3,0,3,2,8,65,75.6,2,33.3,2,25.0,1,2,0,0,3,5,4,0,,0.56,1.07,4,1.62,10.000.000
Jean Ricner Bellegarde,24,FRA,OS,22/23,Ligue 1,Domestic leagues,30,2427,2,6,7.19,38,13,2,57,6,57,890,81.7,44,47.8,46,37.4,2,5,0,0,14,47,26,7,20,2.58,5.82,8,8.41,10.000.000
Jean Ricner Bellegarde,23,FRA,OS,21/22,Ligue 1,Domestic leagues,36,2343,2,3,6.90,31,7,1,23,5,38,866,85.6,40,58.0,9,16.7,2,5,0,0,24,51,27,10,18,,,5,,8.000.000
Jean Ricner Bellegarde,22,FRA,OS,20/21,Ligue 1,Domestic leagues,36,2100,1,1,6.81,23,5,0,19,5,45,598,81.8,48,65.8,17,25.0,0,3,0,0,9,56,19,7,23,,,2,,5.500.000
Jean Ricner Bellegarde,21,FRA,OS,19/20,Ligue 1,Domestic leagues,24,1505,0,0,6.81,18,4,0,21,1,33,580,86.6,53,70.7,8,24.2,1,2,0,0,8,40,22,4,9,,,0,,3.600.000
Jean Ricner Bellegarde,20,FRA,OS,18/19,Ligue 1,Domestic leagues,4,210,1,2,6.93,3,1,0,6,0,5,52,80.0,2,66.7,4,40.0,0,0,0,0,2,2,2,1,2,,,3,,1.000.000
Jean Ricner Bellegarde,20,FRA,OS,18/19,Ligue 2,Domestic leagues,21,1060,4,0,6.85,24,8,0,12,0,19,314,82.6,14,60.9,6,33.3,3,0,0,0,5,20,11,10,7,,,4,,1.000.000
Jean Ricner Bellegarde,19,FRA,OS,17/18,Ligue 2,Domestic leagues,25,1652,1,0,6.81,23,6,1,20,1,34,831,86.7,62,62.6,4,30.8,4,2,1,0,13,35,21,7,10,,,1,,1.000.000
Jean Ricner Bellegarde,18,FRA,OS,16/17,Ligue 2,Domestic leagues,1,63,0,0,7.20,2,1,0,0,0,0,23,85.2,3,100.0,,,0,0,0,0,0,4,3,0,1,,,0,,400.000
Jefferson Lerma,30,COL,OS,24/25,Premier League,Domestic leagues,33,2290,0,1,6.85,26,8,0,10,2,6,820,77.9,55,38.7,5,41.7,3,9,0,1,17,35,42,7,45,1.07,1.75,1,2.82,10.000.000
Jefferson Lerma,29,COL,OS,23/24,Premier League,Domestic leagues,28,2403,1,1,7.05,34,9,2,24,3,11,1009,82.4,40,44.9,3,21.4,4,8,0,0,21,42,36,5,69,2.65,2.00,2,4.65,18.000.000
Jefferson Lerma,28,COL,OS,22/23,Premier League,Domestic leagues,37,3255,5,0,6.91,35,12,3,18,4,13,1306,82.2,46,43.8,2,18.2,6,7,0,0,25,50,47,3,62,2.55,3.09,5,5.64,20.000.000
Jefferson Lerma,25,COL,OS,19/20,Premier League,Domestic leagues,33,2709,1,2,6.82,30,2,0,12,2,26,1100,78.7,96,51.6,0,,4,12,1,0,26,54,57,9,57,,,3,,17.000.000
Jefferson Lerma,24,COL,OS,18/19,Premier League,Domestic leagues,30,2510,2,0,6.89,31,8,1,15,2,20,1299,83.2,70,54.7,2,50.0,8,12,0,0,40,45,54,5,76,,,2,,25.000.000
Jefferson Lerma,27,COL,OS,21/22,Championship,Domestic leagues,34,2860,1,3,6.92,37,8,4,29,6,14,1165,80.5,52,43.7,4,15.4,15,9,2,0,9,35,37,11,71,,,4,,15.000.000
Jefferson Lerma,26,COL,OS,20/21,Championship,Domestic leagues,44,3530,3,2,6.87,40,14,0,34,5,29,1575,77.2,112,42.9,3,27.3,11,12,1,0,27,37,42,9,118,,,5,,15.000.000
Jefferson Lerma,23,COL,OS,17/18,LaLiga,Domestic leagues,26,2137,0,1,6.97,27,1,1,19,1,19,892,81.7,53,54.1,1,50.0,7,16,0,0,28,51,49,9,88,,,1,,2.000.000
Jefferson Lerma,21,COL,OS,15/16,LaLiga,Domestic leagues,33,2685,1,2,6.82,35,3,0,28,4,14,800,75.1,56,47.5,13,21.7,5,10,0,0,20,60,63,9,64,,,3,,1.500.000
Jefferson Lerma,22,COL,OS,16/17,LaLiga 2,Domestic leagues,30,1669,2,1,6.89,23,9,1,10,1,11,712,77.3,41,53.9,3,42.9,6,10,1,0,19,45,39,5,78,,,3,,1.200.000
Jens Cajuste,25,SWE,OS,24/25,Premier League,Domestic leagues,30,1976,1,1,6.70,12,1,0,13,0,28,629,85.9,24,49.0,2,20.0,0,2,0,1,28,44,28,4,13,0.69,0.74,2,1.43,12.000.000
Jens Cajuste,24,SWE,OS,23/24,Serie A,Domestic leagues,26,1031,0,2,6.73,16,3,2,15,1,17,361,86.0,9,75.0,1,16.7,0,7,0,0,17,36,4,5,15,1.47,0.69,2,2.16,10.000.000
Jens Cajuste,23,SWE,OS,22/23,Ligue 1,Domestic leagues,31,1530,3,1,6.79,27,7,1,16,1,39,603,82.8,46,63.0,0,,0,8,1,0,23,46,18,6,13,1.52,0.93,4,2.45,6.000.000
